Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Churn
Male,32,No,No,Yes,Yes,1,Yes,4,26,Offer C,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,50.35,No
Male,41,No,No,No,Yes,3,No,0,19,Offer D,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.0,No
Female,21,Yes,No,Yes,No,0,Yes,6,72,No Offer,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,86.4,No
Male,60,No,No,No,No,0,No,0,24,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.1,No
Female,29,Yes,No,Yes,No,0,Yes,6,46,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.9,No
Female,52,No,No,No,No,0,No,0,2,Offer E,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.9,No
Male,56,No,No,Yes,No,0,Yes,7,31,Offer C,Yes,No,Yes,Cable,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,66.4,No
Female,57,No,No,Yes,Yes,3,Yes,10,16,Offer D,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.7,No
Male,26,Yes,No,No,Yes,1,No,0,52,No Offer,Yes,Yes,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.6,No
Male,35,No,No,Yes,Yes,3,Yes,1,13,Offer D,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.85,No
Female,34,No,No,No,No,0,No,0,35,Offer C,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.75,No
Female,36,No,No,No,No,0,No,0,59,No Offer,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,95.8,No
Male,39,No,No,Yes,No,0,Yes,9,72,No Offer,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.65,No
Female,35,No,No,Yes,No,0,Yes,10,49,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,106.65,No
Female,43,No,No,No,No,0,No,0,2,Offer E,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.85,No
Male,47,No,No,No,No,0,No,0,1,Offer E,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,61.15,No
Male,55,No,No,No,No,0,No,0,6,Offer E,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.95,No
Male,35,No,No,No,Yes,3,No,0,49,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,109.2,No
Female,59,No,No,Yes,Yes,3,Yes,7,56,No Offer,Yes,No,Yes,Cable,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,61.3,No
Female,61,No,No,Yes,Yes,2,Yes,7,6,Offer E,No,No,Yes,Cable,No,Yes,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,40.55,No
Male,55,No,No,No,No,0,No,0,32,Offer C,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.8,No
Male,34,No,No,Yes,Yes,1,Yes,3,50,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,108.25,No
Male,33,No,No,Yes,Yes,2,Yes,2,58,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.05,No
Female,43,No,No,Yes,Yes,1,Yes,3,65,No Offer,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.45,No
Female,21,Yes,No,No,No,0,No,0,64,No Offer,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,86.4,No
Female,49,No,No,Yes,No,0,Yes,5,66,Offer A,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,No,Two Year,No,Bank Withdrawal,66.9,No
Male,59,No,No,Yes,No,0,Yes,9,38,Offer C,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,110.7,No
Female,21,Yes,No,Yes,No,0,Yes,2,20,Offer D,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.0,No
Female,49,No,No,No,No,0,No,0,60,No Offer,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,70.15,No
Female,50,No,No,Yes,Yes,3,Yes,6,50,Offer B,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,80.05,No
Female,57,No,No,Yes,No,0,Yes,2,72,Offer A,No,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,49.2,No
Male,28,Yes,No,Yes,No,0,Yes,9,60,Offer B,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.5,No
Male,40,No,No,No,No,0,No,0,46,Offer B,No,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,38.25,No
Female,60,No,No,Yes,Yes,3,Yes,4,69,Offer A,No,No,Yes,Cable,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,54.95,No
Male,49,No,No,Yes,Yes,3,Yes,2,19,Offer D,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.9,No
Female,28,Yes,No,Yes,Yes,2,Yes,1,71,Offer A,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.9,No
Male,62,No,No,Yes,No,0,Yes,9,12,Offer D,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.6,No
Male,54,No,No,No,No,0,No,0,44,Offer B,Yes,Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,85.25,No
Female,51,No,No,Yes,Yes,2,Yes,10,56,Offer B,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,81.25,No
Female,26,Yes,No,Yes,No,0,Yes,4,72,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,115.5,No
Female,28,Yes,No,No,No,0,No,0,11,Offer D,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.0,No
Male,31,No,No,No,No,0,No,0,72,Offer A,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.8,No
Male,34,No,No,Yes,No,0,Yes,9,56,Offer B,Yes,Yes,Yes,DSL,No,Yes,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,59.5,No
Female,20,Yes,No,Yes,No,0,Yes,10,34,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.45,No
Male,22,Yes,No,No,No,0,No,0,35,Offer C,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.6,No
Male,24,Yes,No,No,No,0,No,0,22,Offer D,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.3,No
Male,34,No,No,No,No,0,No,0,9,Offer E,No,No,Yes,Cable,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card,39.55,No
Male,56,No,No,No,No,0,No,0,23,Offer D,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.45,No
Male,47,No,No,Yes,No,0,Yes,5,68,Offer A,Yes,Yes,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.25,No
Male,55,No,No,Yes,No,0,Yes,1,33,Offer C,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,91.25,No
Male,48,No,No,No,No,0,No,0,31,No Offer,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,72.45,No
Female,42,No,No,No,No,0,No,0,56,Offer B,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.7,No
Male,59,No,No,Yes,Yes,3,No,0,66,Offer A,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,75.1,No
Male,22,Yes,No,Yes,Yes,2,Yes,3,72,Offer A,Yes,Yes,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.0,No
Female,49,No,No,Yes,Yes,2,Yes,5,58,Offer B,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.55,No
Male,51,No,No,No,No,0,No,0,37,No Offer,No,No,Yes,DSL,No,No,No,No,Yes,No,No,No,Two Year,No,Credit Card,35.8,No
Female,25,Yes,No,No,No,0,No,0,71,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,113.15,No
Male,55,No,No,Yes,Yes,1,Yes,5,1,No Offer,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.85,No
Male,63,No,No,Yes,Yes,2,Yes,7,35,No Offer,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.9,No
Female,62,No,No,Yes,Yes,3,Yes,5,6,No Offer,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.7,No
Female,47,No,No,Yes,Yes,1,Yes,5,69,Offer A,Yes,No,Yes,DSL,No,Yes,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,59.1,No
Female,21,Yes,No,Yes,No,0,Yes,2,53,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,91.15,No
Female,58,No,No,Yes,No,0,No,0,5,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,68.95,No
Female,21,Yes,No,No,Yes,1,No,0,2,No Offer,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,51.55,No
Male,62,No,No,No,Yes,1,No,0,62,Offer B,Yes,Yes,No,No Internet,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.4,No
Female,58,No,No,Yes,No,0,Yes,9,19,Offer D,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.8,No
Male,42,No,No,No,No,0,No,0,9,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,70.05,No
Male,29,Yes,No,No,No,0,No,0,53,Offer B,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.5,No
Male,32,No,No,No,No,0,No,0,5,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,78.75,No
Female,44,No,No,No,No,0,No,0,1,No Offer,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.55,No
Male,64,No,No,No,No,0,No,0,72,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,103.65,No
Female,36,No,No,Yes,No,0,Yes,2,4,No Offer,Yes,No,Yes,Cable,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,54.7,No
Male,35,No,No,No,No,0,No,0,59,Offer B,Yes,Yes,Yes,Cable,No,No,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,54.15,No
Male,51,No,No,Yes,No,0,Yes,3,3,No Offer,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.0,No
Male,23,Yes,No,Yes,No,0,Yes,4,49,Offer B,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,99.25,No
Male,42,No,No,No,No,0,No,0,2,No Offer,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.35,No
Female,59,No,No,Yes,No,0,Yes,6,55,Offer B,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.75,No
Male,56,No,No,Yes,Yes,1,Yes,4,72,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114.05,No
Female,46,No,No,Yes,Yes,1,Yes,6,10,Offer D,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.8,No
Female,40,No,No,Yes,Yes,2,Yes,5,72,Offer A,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Two Year,No,Bank Withdrawal,80.85,No
Female,55,No,No,No,No,0,No,0,28,No Offer,Yes,No,Yes,Cable,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.65,No
Male,36,No,No,Yes,No,0,Yes,3,38,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,91.7,No
Female,25,Yes,No,No,No,0,No,0,61,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,118.6,No
Male,34,No,No,Yes,Yes,1,Yes,6,52,Offer B,Yes,Yes,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.55,No
Male,45,No,No,No,No,0,No,0,67,Offer A,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.45,No
Female,26,Yes,No,No,Yes,3,No,0,34,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,116.15,No
Female,46,No,No,No,No,0,No,0,54,No Offer,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,80.6,No
Female,60,No,No,Yes,No,0,Yes,7,1,No Offer,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.3,No
Female,26,Yes,No,No,Yes,2,No,0,46,No Offer,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.8,No
Female,27,Yes,No,Yes,Yes,2,Yes,7,55,No Offer,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,75.0,No
Female,21,Yes,No,No,No,0,No,0,1,No Offer,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.9,No
Female,29,Yes,No,Yes,No,0,Yes,1,58,No Offer,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.3,No
Male,20,Yes,No,Yes,No,0,Yes,10,56,No Offer,No,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,54.05,No
Male,43,No,No,Yes,Yes,3,Yes,5,72,Offer A,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,104.9,No
Male,35,No,No,No,No,0,No,0,22,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,83.05,No
Female,35,No,No,No,No,0,No,0,39,No Offer,No,No,Yes,DSL,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,41.1,No
Female,47,No,No,No,No,0,No,0,12,No Offer,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.0,No
Male,48,No,No,Yes,No,0,Yes,8,54,No Offer,Yes,No,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,74.55,No
Female,28,Yes,No,No,No,0,No,0,18,No Offer,No,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Credit Card,40.2,No
Male,47,No,No,Yes,No,0,Yes,7,32,No Offer,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,70.5,No
Female,40,No,No,No,No,0,No,0,41,No Offer,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.75,No
Male,60,No,No,Yes,Yes,2,Yes,6,67,No Offer,Yes,Yes,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.65,No
Male,48,No,No,Yes,No,0,Yes,4,65,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.25,No
Female,19,Yes,No,No,No,0,No,0,25,No Offer,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.35,No
Female,50,No,No,Yes,No,0,Yes,6,67,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,109.7,No
Female,37,No,No,No,No,0,No,0,24,No Offer,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.6,No
Male,29,Yes,No,Yes,Yes,1,Yes,2,69,No Offer,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.2,No
Female,28,Yes,No,No,Yes,3,No,0,37,No Offer,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.3,No
Male,33,No,No,Yes,Yes,1,Yes,4,20,No Offer,No,No,Yes,Cable,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,39.4,No
Male,54,No,No,No,No,0,No,0,7,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.15,No
Male,50,No,No,No,No,0,No,0,41,No Offer,No,No,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,51.35,No
Female,36,No,No,No,No,0,No,0,54,No Offer,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,100.05,No
Female,59,No,No,No,No,0,No,0,53,No Offer,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,94.45,No
Male,25,Yes,No,Yes,Yes,2,Yes,2,18,No Offer,No,No,Yes,DSL,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,46.4,No
Male,61,No,No,Yes,No,0,Yes,1,64,No Offer,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,104.05,No
Female,41,No,No,No,No,0,No,0,20,No Offer,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,24.9,No
Male,37,No,No,Yes,Yes,3,Yes,7,57,No Offer,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No,One Year,No,Credit Card,59.6,No
Male,58,No,No,Yes,Yes,3,No,0,13,No Offer,No,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,40.55,No
Male,60,No,No,Yes,Yes,2,Yes,8,57,No Offer,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.75,No
Male,50,No,No,Yes,No,0,Yes,8,71,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,113.15,No
Female,56,No,No,Yes,Yes,2,Yes,1,7,Offer E,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,48.8,No
Female,56,No,No,No,No,0,No,0,16,No Offer,Yes,Yes,Yes,DSL,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,63.05,No
Male,21,Yes,No,Yes,No,0,Yes,8,34,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.85,No
Male,58,No,No,No,No,0,No,0,16,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.55,No
Male,39,No,No,No,Yes,3,No,0,48,No Offer,Yes,Yes,Yes,Cable,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,64.4,No
Male,54,No,No,Yes,Yes,2,Yes,9,58,No Offer,Yes,No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,75.2,No
Female,36,No,No,Yes,No,0,Yes,7,72,No Offer,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.9,No
Female,51,No,No,No,No,0,No,0,7,No Offer,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.3,No
Female,52,No,No,No,No,0,No,0,30,No Offer,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,One Year,No,Credit Card,74.65,No
Male,33,No,No,Yes,No,0,No,0,31,No Offer,Yes,Yes,Yes,Cable,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,59.05,No
Male,32,No,No,Yes,No,0,Yes,4,50,No Offer,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.55,No
Male,31,No,No,Yes,No,0,Yes,10,28,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.55,No
Female,52,No,No,No,No,0,No,0,66,No Offer,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,62.5,No
Female,25,Yes,No,Yes,Yes,3,Yes,2,41,No Offer,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.9,No
Female,29,Yes,No,No,No,0,No,0,7,Offer E,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.9,No
Female,26,Yes,No,Yes,Yes,2,Yes,6,38,No Offer,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.45,No
Male,25,Yes,No,No,No,0,No,0,44,No Offer,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106.05,No
Male,58,No,No,Yes,Yes,1,Yes,7,47,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,113.45,No
Male,25,Yes,No,Yes,Yes,2,Yes,5,53,No Offer,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,92.55,No
Male,49,No,No,Yes,No,0,Yes,7,4,Offer E,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,65.6,No
Male,25,Yes,No,No,No,0,No,0,24,No Offer,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49.7,No
Male,59,No,No,Yes,Yes,2,Yes,8,15,No Offer,No,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.2,No
Female,45,No,No,No,No,0,No,0,24,No Offer,Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,56.35,No
Female,39,No,No,No,No,0,No,0,33,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,107.55,No
Female,48,No,No,Yes,Yes,3,Yes,9,58,Offer B,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.85,No
Female,26,Yes,No,Yes,Yes,3,Yes,9,72,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,95.9,No
Female,55,No,No,Yes,No,0,Yes,4,71,No Offer,Yes,Yes,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,23.85,No
Male,20,Yes,No,Yes,No,0,Yes,5,51,Offer B,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,83.85,No
Male,24,Yes,No,No,Yes,3,No,0,14,No Offer,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,76.1,No
Female,61,No,No,Yes,Yes,3,Yes,9,72,No Offer,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,74.55,No
Female,53,No,No,Yes,Yes,1,Yes,4,22,No Offer,No,No,Yes,DSL,No,Yes,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,39.2,No
Female,45,No,No,No,No,0,No,0,2,Offer E,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,79.55,No
